date,month,year,axis,origin,destination,number_of_trains_scheduled,number_of_train_canceled,trains_late_at_destination,number_of_trains_actual,percentage_trains_canceled,reliability,line
2020-03,3,2020,International,paris,barcelona,36.0,2.0,2.0,34.0,5.56,94.1,paris:barcelona
2020-03,3,2020,National,angouleme,paris,182.0,14.0,28.0,168.0,7.69,83.3,angouleme:paris
2020-03,3,2020,National,paris,la-rochelle-ville,135.0,15.0,10.0,120.0,11.11,91.7,paris:la-rochelle-ville
2020-03,3,2020,National,paris,le-mans,326.0,29.0,69.0,297.0,8.9,76.8,paris:le-mans
2020-03,3,2020,National,poitiers,paris,253.0,25.0,59.0,228.0,9.88,74.1,poitiers:paris
2020-03,3,2020,National,paris,rennes,432.0,55.0,65.0,377.0,12.73,82.8,paris:rennes
2020-03,3,2020,National,rennes,paris,400.0,46.0,66.0,354.0,11.5,81.4,rennes:paris
2020-03,3,2020,National,paris,st-malo,61.0,8.0,6.0,53.0,13.11,88.7,paris:st-malo
2020-03,3,2020,National,paris,toulouse,105.0,10.0,20.0,95.0,9.52,78.9,paris:toulouse
2020-03,3,2020,National,lyon,rennes,51.0,4.0,5.0,47.0,7.84,89.4,lyon:rennes
2020-03,3,2020,National,metz,paris,199.0,22.0,43.0,177.0,11.06,75.7,metz:paris
2020-03,3,2020,National,paris,strasbourg,282.0,30.0,75.0,252.0,10.64,70.2,paris:strasbourg
2020-03,3,2020,National,strasbourg,nantes,12.0,2.0,3.0,10.0,16.67,70.0,strasbourg:nantes
2020-03,3,2020,National,nantes,strasbourg,16.0,2.0,6.0,14.0,12.5,57.1,nantes:strasbourg
2020-03,3,2020,National,paris,arras,187.0,39.0,19.0,148.0,20.86,87.2,paris:arras
2020-03,3,2020,National,paris,douai,84.0,12.0,17.0,72.0,14.29,76.4,paris:douai
2020-03,3,2020,National,paris,dunkerque,101.0,14.0,5.0,87.0,13.86,94.3,paris:dunkerque
2020-03,3,2020,National,marseille-st-charles,tourcoing,17.0,2.0,30.89532777978993,15.0,11.76,-106.0,marseille-st-charles:tourcoing
2020-03,3,2020,National,tourcoing,bordeaux-st-jean,14.0,1.0,3.0,13.0,7.14,76.9,tourcoing:bordeaux-st-jean
2020-03,3,2020,National,aix-en-provence,paris,241.0,15.0,16.0,226.0,6.22,92.9,aix-en-provence:paris
2020-03,3,2020,National,bellegarde-(ain),paris,164.0,15.0,34.0,149.0,9.15,77.2,bellegarde-(ain):paris
2020-03,3,2020,National,marseille-st-charles,paris,303.0,20.0,17.0,283.0,6.6,94.0,marseille-st-charles:paris
2020-03,3,2020,National,paris,nimes,125.0,10.0,8.0,115.0,8.0,93.0,paris:nimes
2020-03,3,2020,National,paris,saint-etienne-chateaucreux,63.0,4.0,6.0,59.0,6.35,89.8,paris:saint-etienne-chateaucreux
2020-03,3,2020,National,lyon,marseille-st-charles,250.0,23.0,29.0,227.0,9.2,87.2,lyon:marseille-st-charles
2020-03,3,2020,International,paris,geneve,151.0,9.0,46.0,142.0,5.96,67.6,paris:geneve
2020-03,3,2020,National,paris,angers-saint-laud,294.0,27.0,65.0,267.0,9.18,75.7,paris:angers-saint-laud
2020-03,3,2020,National,paris,bordeaux-st-jean,501.0,55.0,77.0,446.0,10.98,82.7,paris:bordeaux-st-jean
2020-03,3,2020,National,le-mans,paris,306.0,25.0,101.0,281.0,8.17,64.1,le-mans:paris
2020-03,3,2020,National,paris,nantes,338.0,34.0,91.0,304.0,10.06,70.1,paris:nantes
2020-03,3,2020,National,paris,vannes,133.0,20.0,25.0,113.0,15.04,77.9,paris:vannes
2020-03,3,2020,National,paris,nancy,192.0,24.0,18.0,168.0,12.5,89.3,paris:nancy
2020-03,3,2020,National,arras,paris,188.0,34.0,47.0,154.0,18.09,69.5,arras:paris
2020-03,3,2020,National,paris,lille,403.0,43.0,43.0,360.0,10.67,88.1,paris:lille
2020-03,3,2020,National,lille,paris,386.0,39.0,89.0,347.0,10.1,74.4,lille:paris
2020-03,3,2020,National,lille,lyon,160.0,18.0,33.0,142.0,11.25,76.8,lille:lyon
2020-03,3,2020,National,lyon,lille,134.0,15.0,25.0,119.0,11.19,79.0,lyon:lille
2020-03,3,2020,National,lille,marseille-st-charles,117.0,12.0,20.0,105.0,10.26,81.0,lille:marseille-st-charles
2020-03,3,2020,National,annecy,paris,82.0,8.0,9.0,74.0,9.76,87.8,annecy:paris
2020-03,3,2020,National,paris,bellegarde-(ain),162.0,15.0,28.0,147.0,9.26,81.0,paris:bellegarde-(ain)
2020-03,3,2020,National,paris,besancon-franche-comte,107.0,13.0,11.0,94.0,12.15,88.3,paris:besancon-franche-comte
2020-03,3,2020,National,dijon-ville,paris,253.0,23.0,17.0,230.0,9.09,92.6,dijon-ville:paris
2020-03,3,2020,National,lyon,paris,403.0,31.0,48.0,372.0,7.69,87.1,lyon:paris
2020-03,3,2020,National,nice-ville,paris,99.0,8.0,8.0,91.0,8.08,91.2,nice-ville:paris
2020-03,3,2020,National,perpignan,paris,110.0,9.0,11.0,101.0,8.18,89.1,perpignan:paris
2020-03,3,2020,National,saint-etienne-chateaucreux,paris,63.0,4.0,9.0,59.0,6.35,84.7,saint-etienne-chateaucreux:paris
2020-03,3,2020,National,montpellier,lyon,97.0,9.0,8.0,88.0,9.28,90.9,montpellier:lyon
2020-03,3,2020,International,geneve,paris,153.0,10.0,29.0,143.0,6.54,79.7,geneve:paris
2020-03,3,2020,International,paris,italie,51.0,4.0,4.0,47.0,7.84,91.5,paris:italie
2020-03,3,2020,International,paris,zurich,113.0,7.0,29.0,106.0,6.19,72.6,paris:zurich
2020-03,3,2020,International,zurich,paris,129.0,6.0,13.0,123.0,4.65,89.4,zurich:paris
2020-03,3,2020,International,madrid,marseille-st-charles,14.0,1.0,2.0,13.0,7.14,84.6,madrid:marseille-st-charles
2020-03,3,2020,National,bordeaux-st-jean,paris,519.0,49.0,81.0,470.0,9.44,82.8,bordeaux-st-jean:paris
2020-03,3,2020,National,brest,paris,170.0,14.0,17.0,156.0,8.24,89.1,brest:paris
2020-03,3,2020,National,paris,laval,161.0,16.0,22.0,145.0,9.94,84.8,paris:laval
2020-03,3,2020,National,nantes,paris,363.0,37.0,89.0,326.0,10.19,72.7,nantes:paris
2020-03,3,2020,National,paris,poitiers,335.0,33.0,44.0,302.0,9.85,85.4,paris:poitiers
2020-03,3,2020,National,st-pierre-des-corps,paris,268.0,28.0,49.0,240.0,10.45,79.6,st-pierre-des-corps:paris
2020-03,3,2020,National,tours,paris,106.0,11.0,14.0,95.0,10.38,85.3,tours:paris
2020-03,3,2020,National,vannes,paris,142.0,16.0,16.0,126.0,11.27,87.3,vannes:paris
2020-03,3,2020,National,paris,reims,148.0,14.0,17.0,134.0,9.46,87.3,paris:reims
2020-03,3,2020,National,reims,paris,163.0,20.0,25.0,143.0,12.27,82.5,reims:paris
2020-03,3,2020,National,strasbourg,paris,261.0,34.0,76.0,227.0,13.03,66.5,strasbourg:paris
2020-03,3,2020,National,douai,paris,89.0,11.0,21.0,78.0,12.36,73.1,douai:paris
2020-03,3,2020,National,bordeaux-st-jean,tourcoing,17.0,1.0,2.0,16.0,5.88,87.5,bordeaux-st-jean:tourcoing
2020-03,3,2020,National,paris,avignon,255.0,16.0,28.0,239.0,6.27,88.3,paris:avignon
2020-03,3,2020,National,grenoble,paris,125.0,9.0,13.0,116.0,7.2,88.8,grenoble:paris
2020-03,3,2020,National,paris,macon-loche,147.0,16.0,11.0,131.0,10.88,91.6,paris:macon-loche
2020-03,3,2020,National,paris,nice-ville,95.0,8.0,9.0,87.0,8.42,89.7,paris:nice-ville
2020-03,3,2020,National,valence-alixan,paris,208.0,17.0,27.0,191.0,8.17,85.9,valence-alixan:paris
2020-03,3,2020,International,paris,francfort,93.0,7.0,27.0,86.0,7.53,68.6,paris:francfort
2020-03,3,2020,International,francfort,paris,92.0,9.0,18.0,83.0,9.78,78.3,francfort:paris
2020-03,3,2020,International,lausanne,paris,114.0,9.0,13.0,105.0,7.89,87.6,lausanne:paris
2020-03,3,2020,National,angers-saint-laud,paris,299.0,31.0,70.0,268.0,10.37,73.9,angers-saint-laud:paris
2020-03,3,2020,National,paris,quimper,146.0,17.0,15.0,129.0,11.64,88.4,paris:quimper
2020-03,3,2020,National,st-malo,paris,50.0,4.0,4.0,46.0,8.0,91.3,st-malo:paris
2020-03,3,2020,National,toulouse,paris,94.0,9.0,9.0,85.0,9.57,89.4,toulouse:paris
2020-03,3,2020,National,paris,tours,123.0,10.0,12.0,113.0,8.13,89.4,paris:tours
2020-03,3,2020,National,rennes,lyon,49.0,4.0,2.0,45.0,8.16,95.6,rennes:lyon
2020-03,3,2020,National,dunkerque,paris,101.0,14.0,14.0,87.0,13.86,83.9,dunkerque:paris
2020-03,3,2020,National,marseille-st-charles,lille,109.0,9.0,19.0,100.0,8.26,81.0,marseille-st-charles:lille
2020-03,3,2020,National,lyon,marne-la-vallee,160.0,18.0,31.0,142.0,11.25,78.2,lyon:marne-la-vallee
2020-03,3,2020,National,marne-la-vallee,marseille-st-charles,137.0,13.0,23.0,124.0,9.49,81.5,marne-la-vallee:marseille-st-charles
2020-03,3,2020,National,besancon-franche-comte,paris,121.0,12.0,8.0,109.0,9.92,92.7,besancon-franche-comte:paris
2020-03,3,2020,National,chambery-challes-les-eaux,paris,137.0,18.0,23.0,119.0,13.14,80.7,chambery-challes-les-eaux:paris
2020-03,3,2020,National,paris,dijon-ville,251.0,26.0,18.0,225.0,10.36,92.0,paris:dijon-ville
2020-03,3,2020,National,le-creusot-montceau-montchanin,paris,134.0,11.0,21.0,123.0,8.21,82.9,le-creusot-montceau-montchanin:paris
2020-03,3,2020,National,paris,lyon,390.0,29.0,23.0,361.0,7.44,93.6,paris:lyon
2020-03,3,2020,National,macon-loche,paris,148.0,18.0,29.0,130.0,12.16,77.7,macon-loche:paris
2020-03,3,2020,National,paris,marseille-st-charles,338.0,22.0,24.0,316.0,6.51,92.4,paris:marseille-st-charles
2020-03,3,2020,National,montpellier,paris,142.0,11.0,17.0,131.0,7.75,87.0,montpellier:paris
2020-03,3,2020,National,nimes,paris,143.0,11.0,18.0,132.0,7.69,86.4,nimes:paris
2020-03,3,2020,National,paris,perpignan,111.0,9.0,7.0,102.0,8.11,93.1,paris:perpignan
2020-03,3,2020,National,toulon,paris,132.0,10.0,9.0,122.0,7.58,92.6,toulon:paris
2020-03,3,2020,International,paris,stuttgart,78.0,6.0,12.0,72.0,7.69,83.3,paris:stuttgart
2020-03,3,2020,International,italie,paris,53.0,3.0,9.0,50.0,5.66,82.0,italie:paris
2020-03,3,2020,International,paris,lausanne,102.0,7.0,24.0,95.0,6.86,74.7,paris:lausanne
2020-03,3,2020,International,barcelona,paris,40.0,2.0,5.0,38.0,5.0,86.8,barcelona:paris
2020-04,4,2020,National,paris,bordeaux-st-jean,92.0,55.0,20.0,37.0,59.78,45.9,paris:bordeaux-st-jean
2020-04,4,2020,National,paris,laval,35.0,17.0,14.0,18.0,48.57,22.2,paris:laval
2020-04,4,2020,National,paris,poitiers,47.0,32.0,9.0,15.0,68.09,40.0,paris:poitiers
2020-04,4,2020,National,st-pierre-des-corps,paris,37.0,29.0,8.0,8.0,78.38,0.0,st-pierre-des-corps:paris
2020-04,4,2020,National,vannes,paris,29.0,16.0,5.0,13.0,55.17,61.5,vannes:paris
2020-04,4,2020,National,metz,paris,44.0,20.0,2.0,24.0,45.45,91.7,metz:paris
2020-04,4,2020,National,paris,reims,66.0,15.0,1.0,51.0,22.73,98.0,paris:reims
2020-04,4,2020,National,arras,paris,82.0,36.0,13.0,46.0,43.9,71.7,arras:paris
2020-04,4,2020,National,lille,lyon,42.0,19.0,2.0,23.0,45.24,91.3,lille:lyon
2020-04,4,2020,National,paris,dijon-ville,46.0,26.0,3.0,20.0,56.52,85.0,paris:dijon-ville
2020-04,4,2020,National,paris,mulhouse-ville,34.0,15.0,10.0,19.0,44.12,47.4,paris:mulhouse-ville
2020-04,4,2020,National,lyon,montpellier,31.0,12.0,1.0,19.0,38.71,94.7,lyon:montpellier
2020-04,4,2020,International,zurich,paris,9.0,7.0,1.0,2.0,77.78,50.0,zurich:paris
2020-04,4,2020,International,paris,barcelona,21.0,2.0,1.0,19.0,9.52,94.7,paris:barcelona
2020-04,4,2020,National,paris,angers-saint-laud,63.0,27.0,14.0,36.0,42.86,61.1,paris:angers-saint-laud
2020-04,4,2020,National,bordeaux-st-jean,paris,107.0,51.0,42.0,56.0,47.66,25.0,bordeaux-st-jean:paris
2020-04,4,2020,National,paris,brest,37.0,18.0,2.0,19.0,48.65,89.5,paris:brest
2020-04,4,2020,National,le-mans,paris,76.0,24.0,52.0,52.0,31.58,0.0,le-mans:paris
2020-04,4,2020,National,quimper,paris,28.0,14.0,3.0,14.0,50.0,78.6,quimper:paris
2020-04,4,2020,National,paris,st-pierre-des-corps,37.0,30.0,6.0,7.0,81.08,14.3,paris:st-pierre-des-corps
2020-04,4,2020,National,paris,toulouse,29.0,9.0,8.0,20.0,31.03,60.0,paris:toulouse
2020-04,4,2020,National,paris,nancy,49.0,22.0,30.89532777978993,27.0,44.9,-14.4,paris:nancy
2020-04,4,2020,National,reims,paris,24.0,20.0,30.89532777978993,4.0,83.33,-672.4,reims:paris
2020-04,4,2020,National,paris,strasbourg,40.0,35.0,3.0,5.0,87.5,40.0,paris:strasbourg
2020-04,4,2020,National,paris,arras,86.0,40.0,9.0,46.0,46.51,80.4,paris:arras
2020-04,4,2020,National,lyon,lille,43.0,16.0,1.0,27.0,37.21,96.3,lyon:lille
2020-04,4,2020,National,paris,avignon,28.0,19.0,2.0,9.0,67.86,77.8,paris:avignon
2020-04,4,2020,National,paris,le-creusot-montceau-montchanin,42.0,8.0,2.0,34.0,19.05,94.1,paris:le-creusot-montceau-montchanin
2020-04,4,2020,National,paris,montpellier,30.0,11.0,1.0,19.0,36.67,94.7,paris:montpellier
2020-04,4,2020,National,montpellier,paris,34.0,13.0,4.0,21.0,38.24,81.0,montpellier:paris
2020-04,4,2020,National,paris,valence-alixan,34.0,16.0,30.89532777978993,18.0,47.06,-71.6,paris:valence-alixan
2020-04,4,2020,International,paris,stuttgart,10.0,6.0,30.89532777978993,4.0,60.0,-672.4,paris:stuttgart
2020-04,4,2020,International,stuttgart,paris,8.0,7.0,1.0,1.0,87.5,0.0,stuttgart:paris
2020-04,4,2020,International,paris,zurich,24.0,7.0,6.0,17.0,29.17,64.7,paris:zurich
2020-04,4,2020,National,angers-saint-laud,paris,81.0,28.0,26.0,53.0,34.57,50.9,angers-saint-laud:paris
2020-04,4,2020,National,angouleme,paris,39.0,14.0,18.0,25.0,35.9,28.0,angouleme:paris
2020-04,4,2020,National,brest,paris,30.0,14.0,1.0,16.0,46.67,93.8,brest:paris
2020-04,4,2020,National,paris,le-mans,60.0,29.0,31.0,31.0,48.33,0.0,paris:le-mans
2020-04,4,2020,National,poitiers,paris,50.0,25.0,24.0,25.0,50.0,4.0,poitiers:paris
2020-04,4,2020,National,paris,vannes,37.0,20.0,3.0,17.0,54.05,82.4,paris:vannes
2020-04,4,2020,National,douai,paris,30.0,11.0,5.0,19.0,36.67,73.7,douai:paris
2020-04,4,2020,National,aix-en-provence,paris,22.0,17.0,2.0,5.0,77.27,60.0,aix-en-provence:paris
2020-04,4,2020,National,le-creusot-montceau-montchanin,paris,30.0,10.0,5.0,20.0,33.33,75.0,le-creusot-montceau-montchanin:paris
2020-04,4,2020,National,paris,lyon,75.0,28.0,4.0,47.0,37.33,91.5,paris:lyon
2020-04,4,2020,National,paris,macon-loche,36.0,12.0,1.0,24.0,33.33,95.8,paris:macon-loche
2020-04,4,2020,National,macon-loche,paris,41.0,16.0,5.0,25.0,39.02,80.0,macon-loche:paris
2020-04,4,2020,National,marseille-st-charles,paris,50.0,22.0,2.0,28.0,44.0,92.9,marseille-st-charles:paris
2020-04,4,2020,National,lyon,marseille-st-charles,40.0,24.0,1.0,16.0,60.0,93.8,lyon:marseille-st-charles
2020-04,4,2020,National,marseille-st-charles,lyon,39.0,21.0,30.89532777978993,18.0,53.85,-71.6,marseille-st-charles:lyon
2020-04,4,2020,National,paris,lille,92.0,44.0,5.0,48.0,47.83,89.6,paris:lille
2020-04,4,2020,National,besancon-franche-comte,paris,37.0,10.0,8.0,27.0,27.03,70.4,besancon-franche-comte:paris
2020-04,4,2020,National,dijon-ville,paris,50.0,22.0,9.0,28.0,44.0,67.9,dijon-ville:paris
2020-04,4,2020,National,paris,marseille-st-charles,41.0,23.0,30.89532777978993,18.0,56.1,-71.6,paris:marseille-st-charles
2020-04,4,2020,National,mulhouse-ville,paris,39.0,12.0,6.0,27.0,30.77,77.8,mulhouse-ville:paris
2020-04,4,2020,National,nimes,paris,34.0,13.0,9.0,21.0,38.24,57.1,nimes:paris
2020-04,4,2020,National,valence-alixan,paris,41.0,19.0,8.0,22.0,46.34,63.6,valence-alixan:paris
2020-04,4,2020,National,montpellier,lyon,28.0,10.0,30.89532777978993,18.0,35.71,-71.6,montpellier:lyon
2020-04,4,2020,National,paris,angouleme,31.0,16.0,2.0,15.0,51.61,86.7,paris:angouleme
2020-04,4,2020,National,laval,paris,31.0,15.0,9.0,16.0,48.39,43.8,laval:paris
2020-04,4,2020,National,paris,nantes,67.0,34.0,14.0,33.0,50.75,57.6,paris:nantes
2020-04,4,2020,National,nantes,paris,79.0,34.0,22.0,45.0,43.04,51.1,nantes:paris
2020-04,4,2020,National,paris,quimper,35.0,17.0,30.89532777978993,18.0,48.57,-71.6,paris:quimper
2020-04,4,2020,National,paris,rennes,108.0,59.0,23.0,49.0,54.63,53.1,paris:rennes
2020-04,4,2020,National,rennes,paris,89.0,49.0,19.0,40.0,55.06,52.5,rennes:paris
2020-04,4,2020,National,toulouse,paris,35.0,9.0,16.0,26.0,25.71,38.5,toulouse:paris
2020-04,4,2020,National,paris,metz,46.0,23.0,30.89532777978993,23.0,50.0,-34.3,paris:metz
2020-04,4,2020,National,nancy,paris,27.0,22.0,1.0,5.0,81.48,80.0,nancy:paris
2020-04,4,2020,National,strasbourg,paris,41.0,38.0,2.0,3.0,92.68,33.3,strasbourg:paris
2020-04,4,2020,National,lille,paris,84.0,41.0,8.0,43.0,48.81,81.4,lille:paris
2020-04,4,2020,National,avignon,paris,49.0,21.0,6.0,28.0,42.86,78.6,avignon:paris
2020-04,4,2020,National,paris,besancon-franche-comte,21.0,12.0,1.0,9.0,57.14,88.9,paris:besancon-franche-comte
2020-04,4,2020,National,lyon,paris,86.0,29.0,13.0,57.0,33.72,77.2,lyon:paris
2020-04,4,2020,National,paris,nimes,30.0,11.0,2.0,19.0,36.67,89.5,paris:nimes
2020-05,5,2020,National,paris,angouleme,98.0,14.0,9.0,84.0,14.29,89.3,paris:angouleme
2020-05,5,2020,National,quimper,paris,66.0,16.0,1.0,50.0,24.24,98.0,quimper:paris
2020-05,5,2020,National,rennes,paris,256.0,49.0,12.0,207.0,19.14,94.2,rennes:paris
2020-05,5,2020,National,paris,st-pierre-des-corps,175.0,29.0,12.0,146.0,16.57,91.8,paris:st-pierre-des-corps
2020-05,5,2020,National,st-pierre-des-corps,paris,177.0,29.0,23.0,148.0,16.38,84.5,st-pierre-des-corps:paris
2020-05,5,2020,National,tours,paris,25.0,10.0,1.0,15.0,40.0,93.3,tours:paris
2020-05,5,2020,National,vannes,paris,72.0,17.0,3.0,55.0,23.61,94.5,vannes:paris
2020-05,5,2020,National,rennes,lyon,30.0,4.0,2.0,26.0,13.33,92.3,rennes:lyon
2020-05,5,2020,National,strasbourg,paris,138.0,34.0,7.0,104.0,24.64,93.3,strasbourg:paris
2020-05,5,2020,National,lille,lyon,109.0,19.0,9.0,90.0,17.43,90.0,lille:lyon
2020-05,5,2020,National,marseille-st-charles,marne-la-vallee,77.0,13.0,5.0,64.0,16.88,92.2,marseille-st-charles:marne-la-vallee
2020-05,5,2020,National,besancon-franche-comte,paris,89.0,9.0,10.0,80.0,10.11,87.5,besancon-franche-comte:paris
2020-05,5,2020,National,paris,grenoble,52.0,14.0,2.0,38.0,26.92,94.7,paris:grenoble
2020-05,5,2020,National,grenoble,paris,54.0,10.0,3.0,44.0,18.52,93.2,grenoble:paris
2020-05,5,2020,National,le-creusot-montceau-montchanin,paris,98.0,12.0,9.0,86.0,12.24,89.5,le-creusot-montceau-montchanin:paris
2020-05,5,2020,National,paris,lyon,247.0,29.0,8.0,218.0,11.74,96.3,paris:lyon
2020-05,5,2020,National,paris,macon-loche,81.0,12.0,1.0,69.0,14.81,98.6,paris:macon-loche
2020-05,5,2020,National,paris,mulhouse-ville,96.0,15.0,3.0,81.0,15.62,96.3,paris:mulhouse-ville
2020-05,5,2020,National,paris,nice-ville,57.0,11.0,2.0,46.0,19.3,95.7,paris:nice-ville
2020-05,5,2020,National,paris,nimes,129.0,13.0,5.0,116.0,10.08,95.7,paris:nimes
2020-05,5,2020,National,paris,toulon,66.0,16.0,3.0,50.0,24.24,94.0,paris:toulon
2020-05,5,2020,National,marseille-st-charles,lyon,105.0,22.0,6.0,83.0,20.95,92.8,marseille-st-charles:lyon
2020-05,5,2020,National,lyon,montpellier,68.0,14.0,4.0,54.0,20.59,92.6,lyon:montpellier
2020-05,5,2020,National,montpellier,lyon,63.0,14.0,6.0,49.0,22.22,87.8,montpellier:lyon
2020-05,5,2020,National,bordeaux-st-jean,paris,301.0,49.0,28.0,252.0,16.28,88.9,bordeaux-st-jean:paris
2020-05,5,2020,National,la-rochelle-ville,paris,106.0,13.0,6.0,93.0,12.26,93.5,la-rochelle-ville:paris
2020-05,5,2020,National,paris,rennes,306.0,60.0,14.0,246.0,19.61,94.3,paris:rennes
2020-05,5,2020,National,paris,douai,35.0,11.0,2.0,24.0,31.43,91.7,paris:douai
2020-05,5,2020,National,lyon,lille,87.0,16.0,4.0,71.0,18.39,94.4,lyon:lille
2020-05,5,2020,National,aix-en-provence,paris,166.0,17.0,6.0,149.0,10.24,96.0,aix-en-provence:paris
2020-05,5,2020,National,dijon-ville,paris,122.0,22.0,11.0,100.0,18.03,89.0,dijon-ville:paris
2020-05,5,2020,National,paris,le-creusot-montceau-montchanin,133.0,7.0,5.0,126.0,5.26,96.0,paris:le-creusot-montceau-montchanin
2020-05,5,2020,National,lyon,paris,246.0,31.0,21.0,215.0,12.6,90.2,lyon:paris
2020-05,5,2020,National,marseille-st-charles,paris,222.0,26.0,11.0,196.0,11.71,94.4,marseille-st-charles:paris
2020-05,5,2020,National,paris,montpellier,126.0,13.0,4.0,113.0,10.32,96.5,paris:montpellier
2020-05,5,2020,National,montpellier,paris,129.0,15.0,11.0,114.0,11.63,90.4,montpellier:paris
2020-05,5,2020,National,mulhouse-ville,paris,94.0,13.0,9.0,81.0,13.83,88.9,mulhouse-ville:paris
2020-05,5,2020,National,nimes,paris,128.0,15.0,11.0,113.0,11.72,90.3,nimes:paris
2020-05,5,2020,National,paris,valence-alixan,120.0,19.0,4.0,101.0,15.83,96.0,paris:valence-alixan
2020-05,5,2020,National,lyon,marseille-st-charles,110.0,23.0,7.0,87.0,20.91,92.0,lyon:marseille-st-charles
2020-05,5,2020,International,paris,stuttgart,6.0,5.0,30.89532777978993,1.0,83.33,-2989.5,paris:stuttgart
2020-05,5,2020,International,stuttgart,paris,8.0,6.0,30.89532777978993,2.0,75.0,-1444.8,stuttgart:paris
2020-05,5,2020,International,italie,paris,25.0,4.0,1.0,21.0,16.0,95.2,italie:paris
2020-05,5,2020,International,lausanne,paris,27.0,9.0,2.0,18.0,33.33,88.9,lausanne:paris
2020-05,5,2020,National,angouleme,paris,86.0,13.0,13.0,73.0,15.12,82.2,angouleme:paris
2020-05,5,2020,National,paris,brest,106.0,18.0,1.0,88.0,16.98,98.9,paris:brest
2020-05,5,2020,National,laval,paris,77.0,14.0,4.0,63.0,18.18,93.7,laval:paris
2020-05,5,2020,National,paris,le-mans,227.0,29.0,14.0,198.0,12.78,92.9,paris:le-mans
2020-05,5,2020,National,nantes,paris,243.0,35.0,29.0,208.0,14.4,86.1,nantes:paris
2020-05,5,2020,National,paris,poitiers,201.0,31.0,15.0,170.0,15.42,91.2,paris:poitiers
2020-05,5,2020,National,st-malo,paris,35.0,4.0,1.0,31.0,11.43,96.8,st-malo:paris
2020-05,5,2020,National,paris,toulouse,63.0,10.0,8.0,53.0,15.87,84.9,paris:toulouse
2020-05,5,2020,National,paris,vannes,67.0,21.0,2.0,46.0,31.34,95.7,paris:vannes
2020-05,5,2020,National,paris,nancy,86.0,22.0,5.0,64.0,25.58,92.2,paris:nancy
2020-05,5,2020,National,paris,strasbourg,155.0,30.0,8.0,125.0,19.35,93.6,paris:strasbourg
2020-05,5,2020,National,paris,arras,129.0,39.0,13.0,90.0,30.23,85.6,paris:arras
2020-05,5,2020,National,arras,paris,147.0,38.0,33.0,109.0,25.85,69.7,arras:paris
2020-05,5,2020,National,douai,paris,33.0,12.0,4.0,21.0,36.36,81.0,douai:paris
2020-05,5,2020,National,dunkerque,paris,70.0,15.0,2.0,55.0,21.43,96.4,dunkerque:paris
2020-05,5,2020,National,marseille-st-charles,lille,75.0,11.0,4.0,64.0,14.67,93.8,marseille-st-charles:lille
2020-05,5,2020,National,marne-la-vallee,marseille-st-charles,76.0,14.0,1.0,62.0,18.42,98.4,marne-la-vallee:marseille-st-charles
2020-05,5,2020,National,annecy,paris,17.0,7.0,30.89532777978993,10.0,41.18,-209.0,annecy:paris
2020-05,5,2020,National,chambery-challes-les-eaux,paris,36.0,9.0,1.0,27.0,25.0,96.3,chambery-challes-les-eaux:paris
2020-05,5,2020,National,macon-loche,paris,107.0,16.0,3.0,91.0,14.95,96.7,macon-loche:paris
2020-05,5,2020,National,nice-ville,paris,60.0,10.0,2.0,50.0,16.67,96.0,nice-ville:paris
2020-05,5,2020,National,perpignan,paris,32.0,14.0,1.0,18.0,43.75,94.4,perpignan:paris
2020-05,5,2020,National,toulon,paris,64.0,12.0,2.0,52.0,18.75,96.2,toulon:paris
2020-05,5,2020,International,francfort,paris,29.0,9.0,30.89532777978993,20.0,31.03,-54.5,francfort:paris
2020-05,5,2020,International,geneve,paris,43.0,9.0,2.0,34.0,20.93,94.1,geneve:paris
2020-05,5,2020,National,angers-saint-laud,paris,234.0,29.0,34.0,205.0,12.39,83.4,angers-saint-laud:paris
2020-05,5,2020,National,paris,bordeaux-st-jean,325.0,55.0,36.0,270.0,16.92,86.7,paris:bordeaux-st-jean
2020-05,5,2020,National,brest,paris,107.0,14.0,3.0,93.0,13.08,96.8,brest:paris
2020-05,5,2020,National,paris,laval,137.0,17.0,11.0,120.0,12.41,90.8,paris:laval
2020-05,5,2020,National,le-mans,paris,220.0,24.0,47.0,196.0,10.91,76.0,le-mans:paris
2020-05,5,2020,National,paris,nantes,195.0,32.0,25.0,163.0,16.41,84.7,paris:nantes
2020-05,5,2020,National,paris,st-malo,40.0,8.0,3.0,32.0,20.0,90.6,paris:st-malo
2020-05,5,2020,National,toulouse,paris,75.0,9.0,5.0,66.0,12.0,92.4,toulouse:paris
2020-05,5,2020,National,lyon,rennes,25.0,4.0,3.0,21.0,16.0,85.7,lyon:rennes
2020-05,5,2020,National,paris,metz,113.0,23.0,19.0,90.0,20.35,78.9,paris:metz
2020-05,5,2020,National,reims,paris,98.0,22.0,11.0,76.0,22.45,85.5,reims:paris
2020-05,5,2020,National,lille,paris,327.0,41.0,77.0,286.0,12.54,73.1,lille:paris
2020-05,5,2020,National,lyon,marne-la-vallee,83.0,19.0,5.0,64.0,22.89,92.2,lyon:marne-la-vallee
2020-05,5,2020,National,paris,annecy,31.0,7.0,30.89532777978993,24.0,22.58,-28.7,paris:annecy
2020-05,5,2020,National,paris,bellegarde-(ain),46.0,11.0,2.0,35.0,23.91,94.3,paris:bellegarde-(ain)
